PA,SZ,AG,Pop
Bukit Batok,Bukit Batok West,5_to_9,610
Bukit Batok,Bukit Batok West,10_to_14,740
Bukit Batok,Bukit Batok West,15_to_19,840
Bukit Batok,Bukit Batok West,20_to_24,940
Bukit Batok,Bukit Batok West,25_to_29,1020
Bukit Batok,Bukit Batok West,30_to_34,1230
Bukit Batok,Bukit Batok West,35_to_39,1070
Bukit Batok,Bukit Batok West,40_to_44,1050
Bukit Batok,Bukit Batok West,45_to_49,1070
Bukit Batok,Bukit Batok West,50_to_54,1100
Bukit Batok,Bukit Batok West,55_to_59,1230
Bukit Batok,Bukit Batok West,60_to_64,1190
Bukit Batok,Bukit Batok West,65_to_69,1000
Bukit Batok,Bukit Batok West,70_to_74,550
Bukit Batok,Bukit Batok West,75_to_79,300
Bukit Batok,Bukit Batok West,80_to_84,190
Bukit Batok,Bukit Batok West,85_to_89,130
Bukit Batok,Bukit Batok West,90_and_over,70
Bukit Batok,Gombak,0_to_4,370
Bukit Batok,Gombak,5_to_9,540
Bukit Batok,Gombak,10_to_14,570
Bukit Batok,Gombak,15_to_19,570
Bukit Batok,Gombak,20_to_24,650
Bukit Batok,Gombak,25_to_29,700
Bukit Batok,Gombak,30_to_34,610
Bukit Batok,Gombak,35_to_39,770
Bukit Batok,Gombak,40_to_44,900
Bukit Batok,Gombak,45_to_49,790
Bukit Batok,Gombak,50_to_54,720
Bukit Batok,Gombak,55_to_59,720
Bukit Batok,Gombak,60_to_64,630
Bukit Batok,Gombak,65_to_69,540
Bukit Batok,Gombak,70_to_74,380
Bukit Batok,Gombak,75_to_79,250
Bukit Batok,Gombak,80_to_84,190
Bukit Batok,Gombak,85_to_89,90
Bukit Batok,Gombak,90_and_over,50
Bukit Batok,Guilin,0_to_4,450
Bukit Batok,Guilin,5_to_9,570
Bukit Batok,Guilin,10_to_14,740
Bukit Batok,Guilin,15_to_19,760
Bukit Batok,Guilin,20_to_24,850
Bukit Batok,Guilin,25_to_29,870
Bukit Batok,Guilin,30_to_34,860
Bukit Batok,Guilin,35_to_39,930
Bukit Batok,Guilin,40_to_44,1000
Bukit Batok,Guilin,45_to_49,1140
Bukit Batok,Guilin,50_to_54,1150
Bukit Batok,Guilin,55_to_59,1070
Bukit Batok,Guilin,60_to_64,900
Bukit Batok,Guilin,65_to_69,700
Bukit Batok,Guilin,70_to_74,420
Bukit Batok,Guilin,75_to_79,280
Bukit Batok,Guilin,80_to_84,200
Bukit Batok,Guilin,85_to_89,110
Bukit Batok,Guilin,90_and_over,80
Bukit Batok,Hillview,0_to_4,580
Bukit Batok,Hillview,5_to_9,750
Bukit Batok,Hillview,10_to_14,1050
Bukit Batok,Hillview,15_to_19,1430
Bukit Batok,Hillview,20_to_24,1590
Bukit Batok,Hillview,25_to_29,1400
Bukit Batok,Hillview,30_to_34,1030
Bukit Batok,Hillview,35_to_39,1030
Bukit Batok,Hillview,40_to_44,1260
Bukit Batok,Hillview,45_to_49,1690
Bukit Batok,Hillview,50_to_54,1910
Bukit Batok,Hillview,55_to_59,1760
Bukit Batok,Hillview,60_to_64,1360
Bukit Batok,Hillview,65_to_69,1010
Bukit Batok,Hillview,70_to_74,570
Bukit Batok,Hillview,75_to_79,350
Bukit Batok,Hillview,80_to_84,190
Bukit Batok,Hillview,85_to_89,120
Bukit Batok,Hillview,90_and_over,60
Bukit Batok,Hong Kah North,0_to_4,920
Bukit Batok,Hong Kah North,5_to_9,990
Bukit Batok,Hong Kah North,10_to_14,1270
Bukit Batok,Hong Kah North,15_to_19,1570
Bukit Batok,Hong Kah North,20_to_24,1740
Bukit Batok,Hong Kah North,25_to_29,2140
Bukit Batok,Hong Kah North,30_to_34,1760
Bukit Batok,Hong Kah North,35_to_39,1690
Bukit Batok,Hong Kah North,40_to_44,1700
Bukit Batok,Hong Kah North,45_to_49,1930
Bukit Batok,Hong Kah North,50_to_54,2090
Bukit Batok,Hong Kah North,55_to_59,2460
Bukit Batok,Hong Kah North,60_to_64,2470
Bukit Batok,Hong Kah North,65_to_69,1660
Bukit Batok,Hong Kah North,70_to_74,940
Bukit Batok,Hong Kah North,75_to_79,560
Bukit Batok,Hong Kah North,80_to_84,300
Bukit Batok,Hong Kah North,85_to_89,170
Bukit Batok,Hong Kah North,90_and_over,80
Bukit Merah,Alexandra Hill,0_to_4,380
Bukit Merah,Alexandra Hill,5_to_9,450
Bukit Merah,Alexandra Hill,10_to_14,590
Bukit Merah,Alexandra Hill,15_to_19,680
Bukit Merah,Alexandra Hill,20_to_24,810
Bukit Merah,Alexandra Hill,25_to_29,920
Bukit Merah,Alexandra Hill,30_to_34,840
Bukit Merah,Alexandra Hill,35_to_39,760
Bukit Merah,Alexandra Hill,40_to_44,790
Bukit Merah,Alexandra Hill,45_to_49,940
Bukit Merah,Alexandra Hill,50_to_54,1020
Bukit Merah,Alexandra Hill,55_to_59,1160
Bukit Merah,Alexandra Hill,60_to_64,1130
Bukit Merah,Alexandra Hill,65_to_69,1080
Bukit Merah,Alexandra Hill,70_to_74,840
Bukit Merah,Alexandra Hill,75_to_79,560
Bukit Merah,Alexandra Hill,80_to_84,410
Bukit Merah,Alexandra Hill,85_to_89,250
Bukit Merah,Alexandra Hill,90_and_over,170
Bukit Merah,Alexandra North,0_to_4,150
Bukit Merah,Alexandra North,5_to_9,150
Bukit Merah,Alexandra North,10_to_14,130
Bukit Merah,Alexandra North,15_to_19,80
Bukit Merah,Alexandra North,20_to_24,70
Bukit Merah,Alexandra North,25_to_29,110
Bukit Merah,Alexandra North,30_to_34,200
Bukit Merah,Alexandra North,35_to_39,270
Bukit Merah,Alexandra North,40_to_44,250
Bukit Merah,Alexandra North,45_to_49,240
Bukit Merah,Alexandra North,50_to_54,160
Bukit Merah,Alexandra North,55_to_59,110
Bukit Merah,Alexandra North,60_to_64,80
Bukit Merah,Alexandra North,65_to_69,50
Bukit Merah,Alexandra North,70_to_74,40
Bukit Merah,Alexandra North,75_to_79,20
Bukit Merah,Alexandra North,80_to_84,10
Bukit Merah,Alexandra North,85_to_89,0
Bukit Merah,Alexandra North,90_and_over,0
Bukit Merah,Bukit Ho Swee,0_to_4,520
Bukit Merah,Bukit Ho Swee,5_to_9,630
Bukit Merah,Bukit Ho Swee,10_to_14,540
Bukit Merah,Bukit Ho Swee,15_to_19,540
Bukit Merah,Bukit Ho Swee,20_to_24,620
Bukit Merah,Bukit Ho Swee,25_to_29,850
Bukit Merah,Bukit Ho Swee,30_to_34,970
Bukit Merah,Bukit Ho Swee,35_to_39,1040
Bukit Merah,Bukit Ho Swee,40_to_44,970
Bukit Merah,Bukit Ho Swee,45_to_49,1010
Bukit Merah,Bukit Ho Swee,50_to_54,1010
Bukit Merah,Bukit Ho Swee,55_to_59,1180
Bukit Merah,Bukit Ho Swee,60_to_64,1310
Bukit Merah,Bukit Ho Swee,65_to_69,1120
Bukit Merah,Bukit Ho Swee,70_to_74,880
Bukit Merah,Bukit Ho Swee,75_to_79,680
Bukit Merah,Bukit Ho Swee,80_to_84,460
Bukit Merah,Bukit Ho Swee,85_to_89,280
Bukit Merah,Bukit Ho Swee,90_and_over,170
Bukit Merah,Bukit Merah,0_to_4,20
Bukit Merah,Bukit Merah,5_to_9,40
Bukit Merah,Bukit Merah,10_to_14,40
Bukit Merah,Bukit Merah,15_to_19,70
Bukit Merah,Bukit Merah,20_to_24,80
Bukit Merah,Bukit Merah,25_to_29,70
Bukit Merah,Bukit Merah,30_to_34,60
Bukit Merah,Bukit Merah,35_to_39,70
Bukit Merah,Bukit Merah,40_to_44,50
Bukit Merah,Bukit Merah,45_to_49,90
Bukit Merah,Bukit Merah,50_to_54,80
Bukit Merah,Bukit Merah,55_to_59,90
Bukit Merah,Bukit Merah,60_to_64,80
Bukit Merah,Bukit Merah,65_to_69,100
Bukit Merah,Bukit Merah,70_to_74,70
Bukit Merah,Bukit Merah,75_to_79,50
Bukit Merah,Bukit Merah,80_to_84,30
Bukit Merah,Bukit Merah,85_to_89,10
Bukit Merah,Bukit Merah,90_and_over,0
Bukit Merah,City Terminals,0_to_4,0
Bukit Merah,City Terminals,5_to_9,0
Bukit Merah,City Terminals,10_to_14,0
Bukit Merah,City Terminals,15_to_19,0
Bukit Merah,City Terminals,20_to_24,0
Bukit Merah,City Terminals,25_to_29,0
Bukit Merah,City Terminals,30_to_34,0
Bukit Merah,City Terminals,35_to_39,0
Bukit Merah,City Terminals,40_to_44,0
Bukit Merah,City Terminals,45_to_49,0
Bukit Merah,City Terminals,50_to_54,0
Bukit Merah,City Terminals,55_to_59,0
Bukit Merah,City Terminals,60_to_64,0
Bukit Merah,City Terminals,65_to_69,0
Bukit Merah,City Terminals,70_to_74,0
Bukit Merah,City Terminals,75_to_79,0
Bukit Merah,City Terminals,80_to_84,0
Bukit Merah,City Terminals,85_to_89,0
Bukit Merah,City Terminals,90_and_over,0
Bukit Merah,Depot Road,0_to_4,370
Bukit Merah,Depot Road,5_to_9,390
Bukit Merah,Depot Road,10_to_14,360
Bukit Merah,Depot Road,15_to_19,290
Bukit Merah,Depot Road,20_to_24,300
Bukit Merah,Depot Road,25_to_29,290
Bukit Merah,Depot Road,30_to_34,500
Bukit Merah,Depot Road,35_to_39,550
Bukit Merah,Depot Road,40_to_44,680
Bukit Merah,Depot Road,45_to_49,580
Bukit Merah,Depot Road,50_to_54,430
Bukit Merah,Depot Road,55_to_59,380
Bukit Merah,Depot Road,60_to_64,370
Bukit Merah,Depot Road,65_to_69,350
Bukit Merah,Depot Road,70_to_74,290
Bukit Merah,Depot Road,75_to_79,190
Bukit Merah,Depot Road,80_to_84,110
Bukit Merah,Depot Road,85_to_89,60
Bukit Merah,Depot Road,90_and_over,20
Bukit Merah,Everton Park,0_to_4,250
Bukit Merah,Everton Park,5_to_9,290
Bukit Merah,Everton Park,10_to_14,330
Bukit Merah,Everton Park,15_to_19,360
Bukit Merah,Everton Park,20_to_24,340
Bukit Merah,Everton Park,25_to_29,450
Bukit Merah,Everton Park,30_to_34,490
Bukit Merah,Everton Park,35_to_39,580
Bukit Merah,Everton Park,40_to_44,660
Bukit Merah,Everton Park,45_to_49,650
Bukit Merah,Everton Park,50_to_54,580
Bukit Merah,Everton Park,55_to_59,540
Bukit Merah,Everton Park,60_to_64,630
Bukit Merah,Everton Park,65_to_69,600
Bukit Merah,Everton Park,70_to_74,470
Bukit Merah,Everton Park,75_to_79,320
Bukit Merah,Everton Park,80_to_84,250
Bukit Merah,Everton Park,85_to_89,120
Bukit Merah,Everton Park,90_and_over,60
Bukit Merah,Henderson Hill,0_to_4,440
Bukit Merah,Henderson Hill,5_to_9,450
Bukit Merah,Henderson Hill,10_to_14,510
Bukit Merah,Henderson Hill,15_to_19,580
Bukit Merah,Henderson Hill,20_to_24,640
Bukit Merah,Henderson Hill,25_to_29,860
Bukit Merah,Henderson Hill,30_to_34,910
Bukit Merah,Henderson Hill,35_to_39,780
Bukit Merah,Henderson Hill,40_to_44,800
Bukit Merah,Henderson Hill,45_to_49,940
Bukit Merah,Henderson Hill,50_to_54,1040
Bukit Merah,Henderson Hill,55_to_59,1090
Bukit Merah,Henderson Hill,60_to_64,1080
Bukit Merah,Henderson Hill,65_to_69,980
Bukit Merah,Henderson Hill,70_to_74,810
Bukit Merah,Henderson Hill,75_to_79,640
Bukit Merah,Henderson Hill,80_to_84,450
Bukit Merah,Henderson Hill,85_to_89,260
Bukit Merah,Henderson Hill,90_and_over,120
Bukit Merah,Kampong Tiong Bahru,0_to_4,230
Bukit Merah,Kampong Tiong Bahru,5_to_9,250
Bukit Merah,Kampong Tiong Bahru,10_to_14,370
Bukit Merah,Kampong Tiong Bahru,15_to_19,370
Bukit Merah,Kampong Tiong Bahru,20_to_24,460
Bukit Merah,Kampong Tiong Bahru,25_to_29,560
Bukit Merah,Kampong Tiong Bahru,30_to_34,490
Bukit Merah,Kampong Tiong Bahru,35_to_39,480
Bukit Merah,Kampong Tiong Bahru,40_to_44,580
Bukit Merah,Kampong Tiong Bahru,45_to_49,690
Bukit Merah,Kampong Tiong Bahru,50_to_54,740
Bukit Merah,Kampong Tiong Bahru,55_to_59,750
Bukit Merah,Kampong Tiong Bahru,60_to_64,850
Bukit Merah,Kampong Tiong Bahru,65_to_69,810
Bukit Merah,Kampong Tiong Bahru,70_to_74,610
Bukit Merah,Kampong Tiong Bahru,75_to_79,470
Bukit Merah,Kampong Tiong Bahru,80_to_84,340
Bukit Merah,Kampong Tiong Bahru,85_to_89,160
Bukit Merah,Kampong Tiong Bahru,90_and_over,100
Bukit Merah,Maritime Square,0_to_4,180
Bukit Merah,Maritime Square,5_to_9,210
Bukit Merah,Maritime Square,10_to_14,190
Bukit Merah,Maritime Square,15_to_19,150
Bukit Merah,Maritime Square,20_to_24,90
Bukit Merah,Maritime Square,25_to_29,140
Bukit Merah,Maritime Square,30_to_34,170
Bukit Merah,Maritime Square,35_to_39,340
Bukit Merah,Maritime Square,40_to_44,390
Bukit Merah,Maritime Square,45_to_49,360
Bukit Merah,Maritime Square,50_to_54,280
Bukit Merah,Maritime Square,55_to_59,240
Bukit Merah,Maritime Square,60_to_64,180
Bukit Merah,Maritime Square,65_to_69,150
Bukit Merah,Maritime Square,70_to_74,90
Bukit Merah,Maritime Square,75_to_79,80
Bukit Merah,Maritime Square,80_to_84,60
Bukit Merah,Maritime Square,85_to_89,50
Bukit Merah,Maritime Square,90_and_over,40
Bukit Merah,Redhill,0_to_4,520
Bukit Merah,Redhill,5_to_9,710
Bukit Merah,Redhill,10_to_14,610
Bukit Merah,Redhill,15_to_19,500
Bukit Merah,Redhill,20_to_24,500
Bukit Merah,Redhill,25_to_29,640
Bukit Merah,Redhill,30_to_34,650
Bukit Merah,Redhill,35_to_39,820
Bukit Merah,Redhill,40_to_44,1100
Bukit Merah,Redhill,45_to_49,920
Bukit Merah,Redhill,50_to_54,770
Bukit Merah,Redhill,55_to_59,750
Bukit Merah,Redhill,60_to_64,610
Bukit Merah,Redhill,65_to_69,490
Bukit Merah,Redhill,70_to_74,390
Bukit Merah,Redhill,75_to_79,270
Bukit Merah,Redhill,80_to_84,240
Bukit Merah,Redhill,85_to_89,110
Bukit Merah,Redhill,90_and_over,130
Bukit Merah,Singapore General Hospital,0_to_4,0
Bukit Merah,Singapore General Hospital,5_to_9,0
Bukit Merah,Singapore General Hospital,10_to_14,0
Bukit Merah,Singapore General Hospital,15_to_19,0
Bukit Merah,Singapore General Hospital,20_to_24,0
Bukit Merah,Singapore General Hospital,25_to_29,0
Bukit Merah,Singapore General Hospital,30_to_34,0
Bukit Merah,Singapore General Hospital,35_to_39,0
Bukit Merah,Singapore General Hospital,40_to_44,0
Bukit Merah,Singapore General Hospital,45_to_49,0
Bukit Merah,Singapore General Hospital,50_to_54,0
Bukit Merah,Singapore General Hospital,55_to_59,0
Bukit Merah,Singapore General Hospital,60_to_64,0
Bukit Merah,Singapore General Hospital,65_to_69,0
Bukit Merah,Singapore General Hospital,70_to_74,0
Bukit Merah,Singapore General Hospital,75_to_79,0
Bukit Merah,Singapore General Hospital,80_to_84,0
Bukit Merah,Singapore General Hospital,85_to_89,0
Bukit Merah,Singapore General Hospital,90_and_over,0
Bukit Merah,Telok Blangah Drive,0_to_4,1070
Bukit Merah,Telok Blangah Drive,5_to_9,830
Bukit Merah,Telok Blangah Drive,10_to_14,770
Bukit Merah,Telok Blangah Drive,15_to_19,720
Bukit Merah,Telok Blangah Drive,20_to_24,740
Bukit Merah,Telok Blangah Drive,25_to_29,1190
Bukit Merah,Telok Blangah Drive,30_to_34,1990
Bukit Merah,Telok Blangah Drive,35_to_39,1670
Bukit Merah,Telok Blangah Drive,40_to_44,1460
Bukit Merah,Telok Blangah Drive,45_to_49,1360
Bukit Merah,Telok Blangah Drive,50_to_54,1230
Bukit Merah,Telok Blangah Drive,55_to_59,1220
Bukit Merah,Telok Blangah Drive,60_to_64,1200
Bukit Merah,Telok Blangah Drive,65_to_69,1180
Bukit Merah,Telok Blangah Drive,70_to_74,980
Bukit Merah,Telok Blangah Drive,75_to_79,700
Bukit Merah,Telok Blangah Drive,80_to_84,460
Bukit Merah,Telok Blangah Drive,85_to_89,220
Bukit Merah,Telok Blangah Drive,90_and_over,120
Bukit Merah,Telok Blangah Rise,0_to_4,340
Bukit Merah,Telok Blangah Rise,5_to_9,410
Bukit Merah,Telok Blangah Rise,10_to_14,440
Bukit Merah,Telok Blangah Rise,15_to_19,520
Bukit Merah,Telok Blangah Rise,20_to_24,620
Bukit Merah,Telok Blangah Rise,25_to_29,760
Bukit Merah,Telok Blangah Rise,30_to_34,660
Bukit Merah,Telok Blangah Rise,35_to_39,770
Bukit Merah,Telok Blangah Rise,40_to_44,900
Bukit Merah,Telok Blangah Rise,45_to_49,930
Bukit Merah,Telok Blangah Rise,50_to_54,830
Bukit Merah,Telok Blangah Rise,55_to_59,940
Bukit Merah,Telok Blangah Rise,60_to_64,1060
Bukit Merah,Telok Blangah Rise,65_to_69,1120
Bukit Merah,Telok Blangah Rise,70_to_74,910
Bukit Merah,Telok Blangah Rise,75_to_79,590
Bukit Merah,Telok Blangah Rise,80_to_84,350
Bukit Merah,Telok Blangah Rise,85_to_89,170
Bukit Merah,Telok Blangah Rise,90_and_over,80
Bukit Merah,Telok Blangah Way,0_to_4,270
Bukit Merah,Telok Blangah Way,5_to_9,400
Bukit Merah,Telok Blangah Way,10_to_14,400
Bukit Merah,Telok Blangah Way,15_to_19,360
Bukit Merah,Telok Blangah Way,20_to_24,430
Bukit Merah,Telok Blangah Way,25_to_29,510
Bukit Merah,Telok Blangah Way,30_to_34,470
Bukit Merah,Telok Blangah Way,35_to_39,570
Bukit Merah,Telok Blangah Way,40_to_44,740
Bukit Merah,Telok Blangah Way,45_to_49,790
Bukit Merah,Telok Blangah Way,50_to_54,710
Bukit Merah,Telok Blangah Way,55_to_59,780
Bukit Merah,Telok Blangah Way,60_to_64,810
Bukit Merah,Telok Blangah Way,65_to_69,730
Bukit Merah,Telok Blangah Way,70_to_74,570
Bukit Merah,Telok Blangah Way,75_to_79,430
Bukit Merah,Telok Blangah Way,80_to_84,300
Bukit Merah,Telok Blangah Way,85_to_89,170
Bukit Merah,Telok Blangah Way,90_and_over,120
Bukit Merah,Tiong Bahru,0_to_4,760
Bukit Merah,Tiong Bahru,5_to_9,670
Bukit Merah,Tiong Bahru,10_to_14,540
Bukit Merah,Tiong Bahru,15_to_19,450
Bukit Merah,Tiong Bahru,20_to_24,440
Bukit Merah,Tiong Bahru,25_to_29,730
Bukit Merah,Tiong Bahru,30_to_34,1130
Bukit Merah,Tiong Bahru,35_to_39,1190
Bukit Merah,Tiong Bahru,40_to_44,1220
Bukit Merah,Tiong Bahru,45_to_49,990
Bukit Merah,Tiong Bahru,50_to_54,790
Bukit Merah,Tiong Bahru,55_to_59,780
Bukit Merah,Tiong Bahru,60_to_64,830
Bukit Merah,Tiong Bahru,65_to_69,810
Bukit Merah,Tiong Bahru,70_to_74,650
Bukit Merah,Tiong Bahru,75_to_79,450
Bukit Merah,Tiong Bahru,80_to_84,300
Bukit Merah,Tiong Bahru,85_to_89,150
Bukit Merah,Tiong Bahru,90_and_over,150
Bukit Merah,Tiong Bahru Station,0_to_4,600
Bukit Merah,Tiong Bahru Station,5_to_9,770
Bukit Merah,Tiong Bahru Station,10_to_14,820
Bukit Merah,Tiong Bahru Station,15_to_19,710
Bukit Merah,Tiong Bahru Station,20_to_24,710
Bukit Merah,Tiong Bahru Station,25_to_29,1060
Bukit Merah,Tiong Bahru Station,30_to_34,1020
Bukit Merah,Tiong Bahru Station,35_to_39,1160
Bukit Merah,Tiong Bahru Station,40_to_44,1240
Bukit Merah,Tiong Bahru Station,45_to_49,1290
Bukit Merah,Tiong Bahru Station,50_to_54,1120
Bukit Merah,Tiong Bahru Station,55_to_59,1090
Bukit Merah,Tiong Bahru Station,60_to_64,1050
Bukit Merah,Tiong Bahru Station,65_to_69,800
Bukit Merah,Tiong Bahru Station,70_to_74,710
Bukit Merah,Tiong Bahru Station,75_to_79,540
Bukit Merah,Tiong Bahru Station,80_to_84,420
Bukit Merah,Tiong Bahru Station,85_to_89,210
Bukit Merah,Tiong Bahru Station,90_and_over,110
Bukit Panjang,Bangkit,0_to_4,670
Bukit Panjang,Bangkit,5_to_9,770
Bukit Panjang,Bangkit,10_to_14,1030
Bukit Panjang,Bangkit,15_to_19,1230
Bukit Panjang,Bangkit,20_to_24,1660
Bukit Panjang,Bangkit,25_to_29,1950
Bukit Panjang,Bangkit,30_to_34,1440
Bukit Panjang,Bangkit,35_to_39,1260
Bukit Panjang,Bangkit,40_to_44,1380
Bukit Panjang,Bangkit,45_to_49,1590
Bukit Panjang,Bangkit,50_to_54,1870
Bukit Panjang,Bangkit,55_to_59,2250
Bukit Panjang,Bangkit,60_to_64,1940
Bukit Panjang,Bangkit,65_to_69,1390
Bukit Panjang,Bangkit,70_to_74,870
Bukit Panjang,Bangkit,75_to_79,610
Bukit Panjang,Bangkit,80_to_84,370
Bukit Panjang,Bangkit,85_to_89,210
Bukit Panjang,Bangkit,90_and_over,100
Bukit Panjang,Dairy Farm,0_to_4,290
Bukit Panjang,Dairy Farm,5_to_9,370
Bukit Panjang,Dairy Farm,10_to_14,450
Bukit Panjang,Dairy Farm,15_to_19,500
Bukit Panjang,Dairy Farm,20_to_24,460
Bukit Panjang,Dairy Farm,25_to_29,490
Bukit Panjang,Dairy Farm,30_to_34,450
Bukit Panjang,Dairy Farm,35_to_39,440
Bukit Panjang,Dairy Farm,40_to_44,560
Bukit Panjang,Dairy Farm,45_to_49,610
Bukit Panjang,Dairy Farm,50_to_54,530
Bukit Panjang,Dairy Farm,55_to_59,530
Bukit Panjang,Dairy Farm,60_to_64,420
Bukit Panjang,Dairy Farm,65_to_69,290
Bukit Panjang,Dairy Farm,70_to_74,190
Bukit Panjang,Dairy Farm,75_to_79,90
Bukit Panjang,Dairy Farm,80_to_84,50
Bukit Panjang,Dairy Farm,85_to_89,40
Bukit Panjang,Dairy Farm,90_and_over,20
Bukit Panjang,Fajar,0_to_4,1660
Bukit Panjang,Fajar,5_to_9,1720
Bukit Panjang,Fajar,10_to_14,1640
Bukit Panjang,Fajar,15_to_19,1650
Bukit Panjang,Fajar,20_to_24,1770
Bukit Panjang,Fajar,25_to_29,2180
Bukit Panjang,Fajar,30_to_34,2450
Bukit Panjang,Fajar,35_to_39,2300
Bukit Panjang,Fajar,40_to_44,1960
Bukit Panjang,Fajar,45_to_49,2010
Bukit Panjang,Fajar,50_to_54,1930
Bukit Panjang,Fajar,55_to_59,2130
Bukit Panjang,Fajar,60_to_64,1780
Bukit Panjang,Fajar,65_to_69,1260
Bukit Panjang,Fajar,70_to_74,780
Bukit Panjang,Fajar,75_to_79,490
Bukit Panjang,Fajar,80_to_84,290
Bukit Panjang,Fajar,85_to_89,140
Bukit Panjang,Fajar,90_and_over,70
Bukit Panjang,Jelebu,0_to_4,930
Bukit Panjang,Jelebu,5_to_9,1190
Bukit Panjang,Jelebu,10_to_14,1520
Bukit Panjang,Jelebu,15_to_19,1990
Bukit Panjang,Jelebu,20_to_24,2520
Bukit Panjang,Jelebu,25_to_29,2710
Bukit Panjang,Jelebu,30_to_34,2080
Bukit Panjang,Jelebu,35_to_39,1770
Bukit Panjang,Jelebu,40_to_44,1980
Bukit Panjang,Jelebu,45_to_49,2460
Bukit Panjang,Jelebu,50_to_54,2730
Bukit Panjang,Jelebu,55_to_59,2900
Bukit Panjang,Jelebu,60_to_64,2620
Bukit Panjang,Jelebu,65_to_69,1770
Bukit Panjang,Jelebu,70_to_74,1120
Bukit Panjang,Jelebu,75_to_79,620
Bukit Panjang,Jelebu,80_to_84,450
Bukit Panjang,Jelebu,85_to_89,180
Bukit Panjang,Jelebu,90_and_over,120
Bukit Panjang,Nature Reserve,0_to_4,160
Bukit Panjang,Nature Reserve,5_to_9,160
Bukit Panjang,Nature Reserve,10_to_14,230
Bukit Panjang,Nature Reserve,15_to_19,250
Bukit Panjang,Nature Reserve,20_to_24,290
Bukit Panjang,Nature Reserve,25_to_29,250
Bukit Panjang,Nature Reserve,30_to_34,210
Bukit Panjang,Nature Reserve,35_to_39,230
Bukit Panjang,Nature Reserve,40_to_44,260
Bukit Panjang,Nature Reserve,45_to_49,360
Bukit Panjang,Nature Reserve,50_to_54,330
Bukit Panjang,Nature Reserve,55_to_59,340
Bukit Panjang,Nature Reserve,60_to_64,270
Bukit Panjang,Nature Reserve,65_to_69,190
Bukit Panjang,Nature Reserve,70_to_74,130
Bukit Panjang,Nature Reserve,75_to_79,70
Bukit Panjang,Nature Reserve,80_to_84,50
Bukit Panjang,Nature Reserve,85_to_89,30
Bukit Panjang,Nature Reserve,90_and_over,10
Bukit Panjang,Saujana,0_to_4,1690
Bukit Panjang,Saujana,5_to_9,1600
Bukit Panjang,Saujana,10_to_14,1550
Bukit Panjang,Saujana,15_to_19,1580
Bukit Panjang,Saujana,20_to_24,1730
Bukit Panjang,Saujana,25_to_29,1790
Bukit Panjang,Saujana,30_to_34,2390
Bukit Panjang,Saujana,35_to_39,2260
Bukit Panjang,Saujana,40_to_44,1860
Bukit Panjang,Saujana,45_to_49,1890
Bukit Panjang,Saujana,50_to_54,1710
Bukit Panjang,Saujana,55_to_59,1950
Bukit Panjang,Saujana,60_to_64,1800
Bukit Panjang,Saujana,65_to_69,1140
Bukit Panjang,Saujana,70_to_74,590
Bukit Panjang,Saujana,75_to_79,290
Bukit Panjang,Saujana,80_to_84,180
Bukit Panjang,Saujana,85_to_89,120
Bukit Panjang,Saujana,90_and_over,70
Bukit Panjang,Senja,0_to_4,1300
Bukit Panjang,Senja,5_to_9,1420
Bukit Panjang,Senja,10_to_14,1260
Bukit Panjang,Senja,15_to_19,1300
Bukit Panjang,Senja,20_to_24,1140
Bukit Panjang,Senja,25_to_29,1190
Bukit Panjang,Senja,30_to_34,1720
Bukit Panjang,Senja,35_to_39,1970
Bukit Panjang,Senja,40_to_44,1610
Bukit Panjang,Senja,45_to_49,1690
Bukit Panjang,Senja,50_to_54,1350
Bukit Panjang,Senja,55_to_59,1310
Bukit Panjang,Senja,60_to_64,1140
Bukit Panjang,Senja,65_to_69,870
Bukit Panjang,Senja,70_to_74,550
Bukit Panjang,Senja,75_to_79,300
Bukit Panjang,Senja,80_to_84,170
Bukit Panjang,Senja,85_to_89,100
Bukit Panjang,Senja,90_and_over,60
Bukit Timah,Anak Bukit,0_to_4,720
Bukit Timah,Anak Bukit,5_to_9,1110
Bukit Timah,Anak Bukit,10_to_14,1270
Bukit Timah,Anak Bukit,15_to_19,1290
Bukit Timah,Anak Bukit,20_to_24,1520
Bukit Timah,Anak Bukit,25_to_29,1730
Bukit Timah,Anak Bukit,30_to_34,1330
Bukit Timah,Anak Bukit,35_to_39,1240
Bukit Timah,Anak Bukit,40_to_44,1460
Bukit Timah,Anak Bukit,45_to_49,1720
Bukit Timah,Anak Bukit,50_to_54,1620
Bukit Timah,Anak Bukit,55_to_59,1680
Bukit Timah,Anak Bukit,60_to_64,1710
Bukit Timah,Anak Bukit,65_to_69,1410
Bukit Timah,Anak Bukit,70_to_74,950
Bukit Timah,Anak Bukit,75_to_79,650
Bukit Timah,Anak Bukit,80_to_84,460
Bukit Timah,Anak Bukit,85_to_89,250
Bukit Timah,Anak Bukit,90_and_over,130
Bukit Timah,Coronation Road,0_to_4,310
Bukit Timah,Coronation Road,5_to_9,470
Bukit Timah,Coronation Road,10_to_14,470
Bukit Timah,Coronation Road,15_to_19,450
Bukit Timah,Coronation Road,20_to_24,350
Bukit Timah,Coronation Road,25_to_29,360
Bukit Timah,Coronation Road,30_to_34,310
Bukit Timah,Coronation Road,35_to_39,430
Bukit Timah,Coronation Road,40_to_44,560
Bukit Timah,Coronation Road,45_to_49,610
